,Year,Week,Home,Away,ScoreDiff,RushYdsScoredDiff,PassYdsScoredDiff,PuntAvgScoredDiff,PenAvgScoredDiff,SackAvgScoredDiff,RushYdsAllowedDiff,PassYdsAllowedDiff,PuntAvgAllowedDiff,PenAvgAllowedDiff,SackAvgAllowedDiff,TurnoverDiffDiff,Win
539,2011,12,OAK,CHI,5,39.900000000000006,3.6999999999999886,0.5,0.40000000000000036,0.9000000000000001,29.799999999999997,-30.0,9.5,0.2999999999999998,-0.7000000000000002,-1.2000000000000002,1
540,2011,12,PHI,NE,-18,57.099999999999994,-68.19999999999999,-4.700000000000003,-0.9000000000000004,0.6000000000000001,6.200000000000003,-77.0,1.3000000000000043,-0.5,-0.09999999999999987,-1.3,0
541,2011,12,SD,DEN,-3,-53.099999999999994,134.10000000000002,-2.8999999999999986,-2.6000000000000005,-0.8,10.300000000000011,-30.600000000000023,5.899999999999999,1.5,-0.10000000000000009,-0.6,0
542,2011,12,KC,PIT,-4,14.100000000000009,-87.69999999999999,3.5,-1.299999999999999,-1.0999999999999999,39.400000000000006,46.400000000000006,-0.30000000000000426,0.39999999999999947,-0.6000000000000001,0.8,0
543,2011,12,NO,NYG,25,34.3,40.299999999999955,2.700000000000003,-0.39999999999999947,-1.0,-1.5,0.8000000000000114,-4.100000000000001,-0.2999999999999998,0.0,-1.2,1
544,2011,13,SEA,PHI,17,-62.00000000000003,-64.09090909090912,4.636363636363633,0.09090909090909083,-0.8181818181818183,-9.181818181818187,5.090909090909065,-0.7272727272727266,2.000000000000001,1.3636363636363638,0.8181818181818182,1
545,2011,13,WAS,NYJ,-15,-14.0,21.272727272727252,2.0,1.8181818181818175,0.9090909090909087,3.818181818181813,8.090909090909093,-3.181818181818187,-0.6363636363636376,0.36363636363636287,-0.8181818181818181,0
546,2011,13,CHI,KC,-7,1.0909090909091077,33.818181818181785,0.9090909090909065,0.45454545454545503,0.8181818181818179,-35.09090909090908,45.18181818181816,-6.27272727272727,-0.6363636363636349,0.0,1.2727272727272727,0
548,2011,13,MIA,OAK,20,-38.999999999999986,-17.909090909090907,-1.5454545454545467,1.2727272727272725,-0.36363636363636376,-36.72727272727272,8.090909090909093,-2.0909090909090935,1.2727272727272725,1.3636363636363649,-0.5454545454545454,1
549,2011,13,CLE,BAL,-14,-1.9090909090909065,-37.81818181818181,-2.18181818181818,0.7272727272727293,-1.5454545454545459,46.909090909090935,-25.818181818181813,1.0,-1.8181818181818175,0.6363636363636367,-0.45454545454545464,0
550,2011,13,PIT,CIN,28,1.1818181818182012,38.72727272727275,-3.5454545454545396,0.9090909090909101,-0.36363636363636376,3.545454545454561,-33.72727272727272,-1.2727272727272734,-0.09090909090908905,1.3636363636363633,-0.9090909090909092,1
551,2011,13,NO,DET,14,21.18181818181816,51.72727272727275,7.818181818181813,-1.1818181818181825,-0.6363636363636358,-10.181818181818187,51.72727272727272,-3.0909090909090935,0.18181818181817988,-0.18181818181818143,-0.8181818181818181,1
552,2011,13,TB,CAR,-19,-33.90909090909089,-24.818181818181785,5.181818181818187,-1.545454545454544,-0.45454545454545414,2.272727272727252,22.27272727272728,2.0,-1.2727272727272734,-0.7272727272727273,0.0,0
553,2011,13,HOU,ATL,7,34.0,-20.181818181818187,0.7272727272727266,0.0,1.3636363636363638,8.818181818181827,-69.63636363636365,0.45454545454545325,-0.09090909090909172,-0.5454545454545454,1.0,1
554,2011,13,MIN,DEN,-3,-24.363636363636374,26.454545454545467,-4.818181818181813,-1.2727272727272743,0.27272727272727293,-20.90909090909092,23.454545454545467,3.9090909090909136,-0.09090909090909083,0.727272727272728,0.45454545454545464,0
555,2011,13,NYG,GB,-3,-15.454545454545453,-14.181818181818187,0.36363636363636687,0.7272727272727284,0.5454545454545454,24.272727272727266,-36.0,6.454545454545453,0.8181818181818192,-0.5454545454545463,-0.9090909090909091,0
557,2011,13,SF,STL,26,23.36363636363636,-10.27272727272728,6.63636363636364,0.8181818181818175,-0.36363636363636287,-84.09090909090908,38.72727272727272,1.0909090909090864,0.9999999999999991,-0.7272727272727275,1.7272727272727273,1
558,2011,13,NE,IND,7,11.36363636363636,138.09090909090907,2.0909090909090935,1.1818181818181825,0.6363636363636365,-48.81818181818183,69.27272727272728,-1.5454545454545467,-2.6363636363636394,-0.27272727272727293,1.5454545454545454,1
559,2011,13,JAC,SD,-24,8.818181818181813,-144.81818181818178,-3.2727272727272663,1.8181818181818166,0.36363636363636354,-22.909090909090907,-21.909090909090878,-2.636363636363633,-1.1818181818181817,0.45454545454545414,1.0,0
560,2011,14,PIT,CLE,11,18.0,59.25,0.3333333333333215,0.08333333333333393,0.41666666666666674,-54.083333333333314,3.25,-0.5833333333333215,0.16666666666666785,0.3333333333333335,-0.5,1
563,2011,14,NYJ,KC,27,-19.75,30.666666666666686,-0.9166666666666572,0.25,0.33333333333333326,-17.416666666666657,-9.25,0.1666666666666643,0.3333333333333339,-0.16666666666666652,0.25,1
564,2011,14,CIN,HOU,-1,-44.50000000000003,-5.583333333333314,2.3333333333333357,-0.5833333333333321,-0.3333333333333335,5.666666666666629,26.916666666666686,-0.5833333333333215,-0.16666666666666785,0.08333333333333348,-1.0833333333333333,0
566,2011,14,DET,MIN,6,-32.50000000000003,87.25,-1.5,0.6666666666666661,-0.25,21.166666666666686,-38.833333333333314,-1.75,0.0,-1.083333333333333,0.4166666666666667,1
567,2011,14,CAR,ATL,-8,24.083333333333343,10.0,-3.9166666666666643,0.8333333333333339,0.0,42.25,-9.083333333333314,-3.0833333333333357,1.333333333333334,0.5833333333333333,-0.16666666666666669,0
568,2011,14,MIA,PHI,-16,-38.74999999999997,-53.75,3.583333333333343,2.083333333333334,-0.3333333333333335,-21.91666666666663,19.333333333333314,-1.8333333333333428,1.583333333333334,1.0833333333333333,0.75,0
569,2011,14,JAC,TB,27,19.91666666666663,-100.66666666666666,-3.0833333333333357,0.8333333333333321,0.41666666666666674,-30.083333333333343,-59.583333333333314,2.583333333333343,0.16666666666666607,1.083333333333333,0.4166666666666667,1
570,2011,14,TEN,NO,-5,-26.5,-102.83333333333331,-4.6666666666666785,1.7500000000000018,-0.24999999999999978,7.25,-30.666666666666686,-4.0,0.8333333333333321,-0.41666666666666674,0.6666666666666666,0
573,2011,14,SD,BUF,27,-7.083333333333371,48.583333333333314,1.0833333333333215,-1.0833333333333321,0.33333333333333326,2.666666666666657,-31.25,1.5833333333333215,-0.08333333333333215,1.0,-0.9166666666666666,1
574,2011,14,DAL,NYG,-3,31.083333333333314,-23.416666666666686,0.1666666666666785,-0.75,0.16666666666666652,-26.5,-30.33333333333337,1.0833333333333428,-2.083333333333334,0.33333333333333304,0.08333333333333337,0
575,2011,14,SEA,STL,17,4.666666666666629,9.833333333333314,3.4166666666666785,-0.33333333333333215,-0.8333333333333333,-54.66666666666666,30.0,1.9166666666666572,1.25,-0.3333333333333335,0.75,1
576,2011,15,ATL,JAC,27,-7.692307692307679,113.46153846153848,1.7692307692307665,-0.07692307692307843,-0.07692307692307687,-16.07692307692308,50.230769230769255,0.1538461538461462,-0.30769230769230926,-0.7692307692307694,-0.3076923076923077,1
577,2011,15,TB,DAL,-16,-16.23076923076924,-42.69230769230765,-0.8461538461538254,0.846153846153844,-1.2307692307692308,38.46153846153844,5.84615384615384,-5.076923076923066,1.846153846153844,-0.30769230769230727,-1.153846153846154,0
578,2011,15,STL,CIN,-7,-7.230769230769241,-31.923076923077048,-2.923076923076927,-0.5384615384615374,-0.07692307692307665,57.30769230769232,-8.153846153846246,-3.53846153846154,0.1538461538461533,1.8461538461538463,-0.46153846153846156,0
580,2011,15,IND,TEN,14,1.3076923076923208,-41.384615384615444,1.2307692307692264,-2.461538461538461,-0.23076923076923106,23.07692307692308,0.46153846153839595,6.07692307692308,1.23076923076923,0.8461538461538463,-1.3846153846153848,1
581,2011,15,NYG,WAS,-13,-8.076923076923094,64.61538461538461,0.1538461538461462,-1.3846153846153824,0.23076923076923084,14.30769230769232,43.92307692307688,5.307692307692285,0.23076923076923173,-1.0,1.3846153846153846,0
583,2011,15,MIN,NO,-22,22.999999999999986,-133.99999999999997,-6.538461538461526,0.23076923076923173,0.9230769230769234,-8.923076923076877,-19.230769230769198,4.076923076923073,0.0,1.3846153846153846,-0.30769230769230776,0
585,2011,15,KC,GB,5,15.92307692307692,-126.30769230769229,0.6153846153846061,0.5384615384615401,-0.3076923076923075,26.000000000000057,-78.69230769230771,2.07692307692308,0.0,0.07692307692307665,-1.7692307692307692,1
586,2011,15,OAK,DET,-1,38.30769230769229,-47.92307692307688,5.846153846153854,-0.46153846153846345,0.07692307692307665,4.461538461538481,25.230769230769255,1.3846153846153726,-0.15384615384615152,-0.5384615384615385,-1.1538461538461537,0
587,2011,15,PHI,NYJ,26,44.07692307692308,44.2307692307692,-2.538461538461526,0.0,1.0000000000000013,5.84615384615384,18.076923076923066,1.7692307692307736,-0.7692307692307692,-0.23076923076923084,-0.9230769230769232,1
588,2011,15,ARI,CLE,3,10.538461538461576,15.076923076922952,0.7692307692307736,0.384615384615385,0.7692307692307689,-33.53846153846153,61.846153846153896,-2.7692307692307665,-0.15384615384615508,0.6923076923076921,-0.8461538461538461,1
589,2011,15,DEN,NE,-18,51.6153846153846,-159.23076923076923,0.6923076923076934,0.76923076923077,0.5384615384615383,17.307692307692292,-76.23076923076923,0.1538461538461675,0.23076923076922995,0.846153846153846,-1.0,0
590,2011,15,SD,BAL,20,-2.0,44.076923076923066,0.4615384615384599,0.0,-1.7692307692307694,43.23076923076924,9.230769230769312,3.0,-0.4615384615384599,0.30769230769230727,-0.7692307692307693,1
591,2011,15,SF,PIT,17,12.384615384615401,-75.0,7.07692307692308,-0.07692307692307843,0.0769230769230771,-26.461538461538467,55.46153846153851,-0.1538461538461462,1.153846153846156,0.15384615384615374,2.230769230769231,1
593,2011,16,BUF,DEN,26,-46.21428571428572,71.28571428571428,-5.142857142857146,-0.8571428571428559,-1.2857142857142858,14.142857142857139,-8.428571428571445,2.4285714285714306,1.5714285714285712,-1.2857142857142856,0.5,1
594,2011,16,NE,MIA,3,-19.785714285714292,125.35714285714289,0.3571428571428541,-1.4285714285714288,-0.21428571428571486,25.214285714285722,49.85714285714289,0.8571428571428541,-1.2857142857142865,-1.5714285714285714,1.2142857142857142,1
595,2011,16,BAL,CLE,6,19.214285714285722,28.14285714285711,3.0,-1.2142857142857153,1.2142857142857144,-55.21428571428572,9.214285714285694,-2.9285714285714235,2.142857142857144,-0.35714285714285765,0.07142857142857142,1
597,2011,16,KC,OAK,-3,-20.714285714285708,-49.64285714285717,-1.0,-0.5714285714285712,-0.7857142857142856,-4.214285714285722,-34.64285714285714,-1.0,-0.14285714285714235,0.5714285714285714,0.07142857142857142,0
598,2011,16,NYJ,NYG,-15,18.0,-95.49999999999997,-0.8571428571428612,-0.6428571428571423,-0.3571428571428572,-14.714285714285708,-52.428571428571445,-2.642857142857146,-0.7142857142857135,0.642857142857143,-0.21428571428571427,0
599,2011,16,WAS,MIN,-7,-46.78571428571429,48.571428571428584,1.9285714285714306,2.2857142857142865,-0.21428571428571352,6.357142857142861,-39.71428571428575,-5.142857142857139,-0.2142857142857153,-0.7142857142857144,-0.5714285714285714,0
600,2011,16,CAR,TB,32,43.78571428571429,28.214285714285694,-5.0,1.3571428571428577,0.5,-10.714285714285722,-13.714285714285722,-0.2142857142857082,1.0714285714285712,0.4285714285714284,0.5714285714285714,1
601,2011,16,CIN,ARI,7,5.214285714285722,-5.714285714285694,2.0714285714285765,-0.5714285714285712,0.21428571428571352,-17.714285714285722,-26.214285714285722,4.5,0.4285714285714288,-1.7857142857142854,0.7857142857142857,1
602,2011,16,PIT,STL,27,12.42857142857143,75.14285714285714,0.7142857142857153,0.7857142857142865,-0.42857142857142927,-56.714285714285694,-24.571428571428555,1.5714285714285694,-0.21428571428571352,-0.5714285714285716,-0.5714285714285714,1
603,2011,16,DET,SD,28,-20.0,10.14285714285711,-0.2857142857142847,1.0,0.6428571428571423,9.642857142857139,17.142857142857167,-2.5714285714285694,-0.928571428571427,0.2142857142857144,1.1428571428571428,1
604,2011,16,DAL,PHI,-13,-30.0,19.928571428571445,2.714285714285708,-0.4285714285714288,-0.5714285714285712,-15.42857142857143,21.285714285714278,2.357142857142861,-1.2857142857142847,0.07142857142857073,1.2142857142857142,0
606,2011,16,GB,CHI,14,-23.071428571428584,108.21428571428572,-0.3571428571428541,-0.7857142857142847,-0.21428571428571397,10.142857142857139,34.428571428571416,4.4285714285714235,0.4285714285714288,-0.3571428571428563,1.1428571428571428,1
607,2011,16,NO,ATL,29,14.785714285714292,75.57142857142856,5.785714285714285,-0.6428571428571423,0.07142857142857162,13.07142857142857,25.785714285714306,-1.9285714285714235,0.14285714285714235,-0.21428571428571397,-0.5714285714285714,1
